cf_id,contact_id,company_name,description,goal,pledged,outcome,currency,launch_date,end_date
3097,1883,Howard Ltd,Down-sized systematic policy,69700.0,151513.0,successful,USD,1970-01-01 00:00:01.634533200,1970-01-01 00:00:01.640498400
3076,3203,Baker-Morris,Fully-configurable motivating approach,7600.0,14951.0,successful,USD,1970-01-01 00:00:01.598158800,1970-01-01 00:00:01.612591200
3146,5758,"Tucker, Fox and Green",Upgradable fault-tolerant approach,100.0,1.0,failed,USD,1970-01-01 00:00:01.624338000,1970-01-01 00:00:01.634965200
1061,2862,"Brandt, Carter and Wood",Ameliorated clear-thinking circuit,3900.0,14006.0,successful,USD,1970-01-01 00:00:01.614924000,1970-01-01 00:00:01.621400400
2957,6070,"Tucker, Schmidt and Reid",Multi-layered encompassing installation,3500.0,6527.0,successful,USD,1970-01-01 00:00:01.620363600,1970-01-01 00:00:01.640671200
1862,2212,David-Clark,De-engineered motivating standardization,7200.0,6336.0,failed,USD,1970-01-01 00:00:01.630558800,1970-01-01 00:00:01.640930400
2999,3209,Edwards-Lewis,Enhanced scalable concept,177700.0,33092.0,failed,CAD,1970-01-01 00:00:01.642226400,1970-01-01 00:00:01.643868000
2105,3074,Pratt LLC,Stand-alone web-enabled moderator,5300.0,8475.0,successful,USD,1970-01-01 00:00:01.589086800,1970-01-01 00:00:01.619931600
1324,2031,Gross PLC,Proactive methodical benchmark,180200.0,69617.0,failed,USD,1970-01-01 00:00:01.585026000,1970-01-01 00:00:01.615442400
1952,5873,"Martinez, Gomez and Dalton",Team-oriented 6thgeneration matrix,103200.0,53067.0,failed,CAD,1970-01-01 00:00:01.614751200,1970-01-01 00:00:01.623819600
1488,6047,Flowers and Sons,Virtual static core,3300.0,3834.0,successful,USD,1970-01-01 00:00:01.603170000,1970-01-01 00:00:01.635829200
2647,6036,"Le, Burton and Evans",Balanced zero-defect software,7700.0,5488.0,failed,USD,1970-01-01 00:00:01.608876000,1970-01-01 00:00:01.638424800
377,1797,"Martin, Lopez and Hunter",Multi-lateral actuating installation,9000.0,11619.0,successful,USD,1970-01-01 00:00:01.612677600,1970-01-01 00:00:01.618894800
822,1346,Harris-Golden,Optional bandwidth-monitored middleware,8800.0,1518.0,canceled,USD,1970-01-01 00:00:01.600146000,1970-01-01 00:00:01.612159200
2730,2989,"Moss, Norman and Dunlap",Upgradable upward-trending workforce,8300.0,9337.0,successful,USD,1970-01-01 00:00:01.629522000,1970-01-01 00:00:01.636956000
2171,3694,"Whitehead, Bell and Hughes",Multi-tiered radical definition,189400.0,176112.0,failed,USD,1970-01-01 00:00:01.626498000,1970-01-01 00:00:01.636696800
1065,5374,Hall-Schaefer,Distributed eco-centric methodology,139500.0,90706.0,failed,USD,1970-01-01 00:00:01.621746000,1970-01-01 00:00:01.627534800
940,5230,"Clarke, Anderson and Lee",Robust explicit hardware,191200.0,191222.0,successful,USD,1970-01-01 00:00:01.621659600,1970-01-01 00:00:01.625029200
2657,5981,Lopez and Sons,Polarized human-resource protocol,150500.0,150755.0,successful,USD,1970-01-01 00:00:01.636869600,1970-01-01 00:00:01.637733600
557,4951,Cruz-Ward,Robust content-based emulation,2600.0,10804.0,successful,AUD,1970-01-01 00:00:01.617253200,1970-01-01 00:00:01.634619600
597,6051,White LLC,Cross-group 4thgeneration middleware,96700.0,157635.0,successful,USD,1970-01-01 00:00:01.616302800,1970-01-01 00:00:01.634446800
2354,2966,"Jones, Contreras and Burnett",Sharable intangible migration,181200.0,47459.0,failed,USD,1970-01-01 00:00:01.611727200,1970-01-01 00:00:01.639634400
1358,4478,Stone-Orozco,Proactive scalable Graphical User Interface,115000.0,86060.0,failed,USD,1970-01-01 00:00:01.609912800,1970-01-01 00:00:01.620277200
188,4238,"Lee, Gibson and Morgan",Digitized solution-oriented product,38800.0,161593.0,successful,USD,1970-01-01 00:00:01.619931600,1970-01-01 00:00:01.629954000
1743,5666,Marks Ltd,Realigned human-resource orchestration,44500.0,159185.0,successful,CAD,1970-01-01 00:00:01.600059600,1970-01-01 00:00:01.618117200
2369,4253,Adams Group,Reverse-engineered bandwidth-monitored contingency,27100.0,195750.0,successful,DKK,1970-01-01 00:00:01.615269600,1970-01-01 00:00:01.630126800
2241,3279,"Howard, Carter and Griffith",Adaptive asynchronous emulation,3600.0,10550.0,successful,USD,1970-01-01 00:00:01.626152400,1970-01-01 00:00:01.631336400
1055,3017,Parker Group,Grass-roots foreground policy,88800.0,28358.0,failed,USD,1970-01-01 00:00:01.612936800,1970-01-01 00:00:01.629090000
2036,2166,"Walker, Jones and Rodriguez",Networked didactic info-mediaries,8200.0,2625.0,failed,EUR,1970-01-01 00:00:01.623992400,1970-01-01 00:00:01.633582800
1191,4146,Anthony-Shaw,Switchable contextually-based access,191300.0,45004.0,canceled,USD,1970-01-01 00:00:01.611986400,1970-01-01 00:00:01.621746000
879,2651,Cook LLC,Up-sized dynamic throughput,3700.0,2538.0,failed,USD,1970-01-01 00:00:01.614146400,1970-01-01 00:00:01.630731600
3062,1409,Sutton PLC,Mandatory reciprocal superstructure,8400.0,3188.0,failed,EUR,1970-01-01 00:00:01.595653200,1970-01-01 00:00:01.620709200
835,3855,"Becker, Rice and White",Reduced dedicated capability,100.0,2.0,failed,CAD,1970-01-01 00:00:01.600923600,1970-01-01 00:00:01.622005200
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900.0,193413.0,successful,AUD,1970-01-01 00:00:01.621832400,1970-01-01 00:00:01.632459600
1038,5884,Weaver-Marquez,Focused analyzing circuit,1300.0,5614.0,successful,USD,1970-01-01 00:00:01.618030800,1970-01-01 00:00:01.641276000
1417,2604,Thompson LLC,Customer-focused impactful benchmark,104400.0,99100.0,failed,USD,1970-01-01 00:00:01.592024400,1970-01-01 00:00:01.623906000
3011,1693,Johnson Inc,Profound next generation infrastructure,8100.0,12300.0,successful,USD,1970-01-01 00:00:01.582524000,1970-01-01 00:00:01.614924000
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800.0,6024.0,failed,USD,1970-01-01 00:00:01.602046800,1970-01-01 00:00:01.620968400
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700.0,188721.0,successful,USD,1970-01-01 00:00:01.598072400,1970-01-01 00:00:01.609912800
657,5362,Owens-Le,Focused composite approach,7900.0,667.0,failed,USD,1970-01-01 00:00:01.627707600,1970-01-01 00:00:01.638338400
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300.0,81897.0,failed,USD,1970-01-01 00:00:01.616907600,1970-01-01 00:00:01.629867600
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200.0,5523.0,canceled,USD,1970-01-01 00:00:01.613109600,1970-01-01 00:00:01.631509200
1289,4336,Davis-Rodriguez,Progressive secondary portal,3400.0,5823.0,successful,USD,1970-01-01 00:00:01.607148000,1970-01-01 00:00:01.636437600
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400.0,10138.0,successful,DKK,1970-01-01 00:00:01.591851600,1970-01-01 00:00:01.614492000
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,29400.0,123124.0,successful,USD,1970-01-01 00:00:01.587272400,1970-01-01 00:00:01.613800800
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,2300.0,10240.0,successful,USD,1970-01-01 00:00:01.618635600,1970-01-01 00:00:01.630126800
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,700.0,3988.0,successful,USD,1970-01-01 00:00:01.619931600,1970-01-01 00:00:01.640671200
434,3592,Russell-Gardner,Re-engineered systematic monitoring,2900.0,14771.0,successful,USD,1970-01-01 00:00:01.600232400,1970-01-01 00:00:01.616389200
1854,1383,Singleton Ltd,Enhanced user-facing function,7100.0,3840.0,failed,USD,1970-01-01 00:00:01.596258000,1970-01-01 00:00:01.627621200
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000.0,6263.0,successful,USD,1970-01-01 00:00:01.606284000,1970-01-01 00:00:01.630126800
121,2916,Williams Inc,Decentralized exuding strategy,5700.0,8322.0,successful,USD,1970-01-01 00:00:01.588482000,1970-01-01 00:00:01.620450000
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000.0,13424.0,successful,USD,1970-01-01 00:00:01.605333600,1970-01-01 00:00:01.635051600
3055,2155,Gordon PLC,Virtual reciprocal policy,45600.0,165375.0,successful,USD,1970-01-01 00:00:01.630213200,1970-01-01 00:00:01.635570000
270,5642,Lee and Sons,Persevering interactive emulation,4900.0,6031.0,successful,USD,1970-01-01 00:00:01.589518800,1970-01-01 00:00:01.615356000
1219,4222,Acosta PLC,Extended eco-centric function,61600.0,143910.0,successful,AUD,1970-01-01 00:00:01.620450000,1970-01-01 00:00:01.632459600
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100.0,155349.0,successful,USD,1970-01-01 00:00:01.623992400,1970-01-01 00:00:01.635138000
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800.0,10704.0,successful,CAD,1970-01-01 00:00:01.604469600,1970-01-01 00:00:01.626325200
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400.0,773.0,failed,USD,1970-01-01 00:00:01.631509200,1970-01-01 00:00:01.638511200
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700.0,7465.0,successful,USD,1970-01-01 00:00:01.607925600,1970-01-01 00:00:01.619240400
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000.0,13656.0,successful,USD,1970-01-01 00:00:01.601614800,1970-01-01 00:00:01.627189200
962,1677,Drake PLC,Profound object-oriented paradigm,164500.0,150552.0,failed,USD,1970-01-01 00:00:01.582610400,1970-01-01 00:00:01.617685200
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900.0,6357.0,successful,USD,1970-01-01 00:00:01.597813200,1970-01-01 00:00:01.611554400
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100.0,19557.0,canceled,USD,1970-01-01 00:00:01.613368800,1970-01-01 00:00:01.636696800
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800.0,13474.0,successful,CAD,1970-01-01 00:00:01.615442400,1970-01-01 00:00:01.629262800
939,1906,Ross Group,Organized executive solution,6500.0,1065.0,canceled,EUR,1970-01-01 00:00:01.612245600,1970-01-01 00:00:01.616734800
390,5479,Turner-Davis,Automated local emulation,600.0,8038.0,successful,USD,1970-01-01 00:00:01.613541600,1970-01-01 00:00:01.623214800
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900.0,68769.0,failed,CHF,1970-01-01 00:00:01.612677600,1970-01-01 00:00:01.635051600
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100.0,3352.0,failed,AUD,1970-01-01 00:00:01.588050000,1970-01-01 00:00:01.615356000
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200.0,6785.0,failed,AUD,1970-01-01 00:00:01.606370400,1970-01-01 00:00:01.615442400
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100.0,24234.0,failed,USD,1970-01-01 00:00:01.591506000,1970-01-01 00:00:01.621832400
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800.0,8014.0,successful,USD,1970-01-01 00:00:01.611727200,1970-01-01 00:00:01.621054800
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500.0,514.0,failed,USD,1970-01-01 00:00:01.628744400,1970-01-01 00:00:01.637215200
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200.0,87560.0,failed,USD,1970-01-01 00:00:01.626498000,1970-01-01 00:00:01.637215200
2219,4394,Flores PLC,Focused real-time help-desk,6300.0,12812.0,successful,USD,1970-01-01 00:00:01.607493600,1970-01-01 00:00:01.620536400
854,1794,Martinez LLC,Robust impactful approach,59100.0,183345.0,successful,USD,1970-01-01 00:00:01.609394400,1970-01-01 00:00:01.644127200
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500.0,3220.0,failed,USD,1970-01-01 00:00:01.625893200,1970-01-01 00:00:01.627966800
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600.0,1269.0,failed,USD,1970-01-01 00:00:01.596171600,1970-01-01 00:00:01.616389200
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900.0,196377.0,successful,USD,1970-01-01 00:00:01.616043600,1970-01-01 00:00:01.616389200
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100.0,11648.0,successful,USD,1970-01-01 00:00:01.618722000,1970-01-01 00:00:01.630126800
921,6161,Saunders Group,Programmable systemic implementation,6500.0,5897.0,failed,USD,1970-01-01 00:00:01.590901200,1970-01-01 00:00:01.612072800
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600.0,1002.0,failed,USD,1970-01-01 00:00:01.586494800,1970-01-01 00:00:01.618462800
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600.0,11900.0,successful,USD,1970-01-01 00:00:01.603861200,1970-01-01 00:00:01.619931600
34,5852,Hayden Ltd,Innovative didactic analyzer,94500.0,116064.0,successful,USD,1970-01-01 00:00:01.592370000,1970-01-01 00:00:01.625720400
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800.0,125042.0,successful,USD,1970-01-01 00:00:01.608444000,1970-01-01 00:00:01.619499600
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300.0,108974.0,canceled,CAD,1970-01-01 00:00:01.612677600,1970-01-01 00:00:01.644472800
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900.0,31864.0,failed,USD,1970-01-01 00:00:01.613541600,1970-01-01 00:00:01.623214800
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000.0,4853.0,failed,USD,1970-01-01 00:00:01.607148000,1970-01-01 00:00:01.626152400
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800.0,95958.0,failed,USD,1970-01-01 00:00:01.622091600,1970-01-01 00:00:01.622523600
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800.0,977.0,failed,CAD,1970-01-01 00:00:01.619326800,1970-01-01 00:00:01.625461200
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600.0,137961.0,successful,USD,1970-01-01 00:00:01.595653200,1970-01-01 00:00:01.618549200
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300.0,3431.0,failed,EUR,1970-01-01 00:00:01.634014800,1970-01-01 00:00:01.642485600
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700.0,135132.0,successful,GBP,1970-01-01 00:00:01.609135200,1970-01-01 00:00:01.640498400
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500.0,9546.0,successful,USD,1970-01-01 00:00:01.615096800,1970-01-01 00:00:01.622178000
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600.0,11735.0,successful,AUD,1970-01-01 00:00:01.627102800,1970-01-01 00:00:01.631336400
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800.0,10658.0,successful,USD,1970-01-01 00:00:01.611554400,1970-01-01 00:00:01.626843600
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900.0,1870.0,failed,USD,1970-01-01 00:00:01.620795600,1970-01-01 00:00:01.642485600
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300.0,178965.0,successful,USD,1970-01-01 00:00:01.625115600,1970-01-01 00:00:01.629349200
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200.0,128410.0,failed,USD,1970-01-01 00:00:01.634619600,1970-01-01 00:00:01.635051600
763,5967,Brown-Parker,Down-sized coherent toolset,22500.0,164291.0,successful,USD,1970-01-01 00:00:01.611381600,1970-01-01 00:00:01.624597200
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700.0,5098.0,failed,USD,1970-01-01 00:00:01.610863200,1970-01-01 00:00:01.639029600
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200.0,2912.0,failed,GBP,1970-01-01 00:00:01.595048400,1970-01-01 00:00:01.612072800
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500.0,4008.0,successful,USD,1970-01-01 00:00:01.608962400,1970-01-01 00:00:01.617512400
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300.0,9749.0,successful,USD,1970-01-01 00:00:01.607407200,1970-01-01 00:00:01.630818000
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,135500.0,103554.0,failed,USD,1970-01-01 00:00:01.624165200,1970-01-01 00:00:01.636696800
834,4701,Knox-Garner,Automated systemic hierarchy,83000.0,101352.0,successful,USD,1970-01-01 00:00:01.611036000,1970-01-01 00:00:01.629954000
1670,1304,Taylor PLC,Enhanced incremental budgetary management,7100.0,9238.0,successful,USD,1970-01-01 00:00:01.590037200,1970-01-01 00:00:01.613800800
109,1394,Smith-Schmidt,Inverse radical hierarchy,900.0,13772.0,successful,USD,1970-01-01 00:00:01.612504800,1970-01-01 00:00:01.628398800
1285,5512,Leonard-Mcclain,Virtual foreground throughput,195800.0,168820.0,failed,CAD,1970-01-01 00:00:01.618549200,1970-01-01 00:00:01.629608400
500,2453,Bailey-Boyer,Visionary exuding Internet solution,48900.0,154321.0,successful,USD,1970-01-01 00:00:01.617771600,1970-01-01 00:00:01.639893600
2835,6055,Lee LLC,Synchronized secondary analyzer,29600.0,26527.0,failed,USD,1970-01-01 00:00:01.616734800,1970-01-01 00:00:01.629781200
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,3400.0,12100.0,successful,DKK,1970-01-01 00:00:01.620018000,1970-01-01 00:00:01.630213200
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,7800.0,8161.0,successful,USD,1970-01-01 00:00:01.616302800,1970-01-01 00:00:01.622955600
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,113500.0,12552.0,failed,USD,1970-01-01 00:00:01.612159200,1970-01-01 00:00:01.633669200
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.0,943.0,failed,USD,1970-01-01 00:00:01.620536400,1970-01-01 00:00:01.624683600
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.0,6423.0,successful,USD,1970-01-01 00:00:01.628398800,1970-01-01 00:00:01.630472400
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.0,11075.0,successful,USD,1970-01-01 00:00:01.601182800,1970-01-01 00:00:01.615784400
1026,3224,Edwards-Kane,Virtual leadingedge framework,1800.0,10313.0,successful,USD,1970-01-01 00:00:01.604815200,1970-01-01 00:00:01.636783200
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,174500.0,197018.0,successful,USD,1970-01-01 00:00:01.586322000,1970-01-01 00:00:01.618462800
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,8100.0,5487.0,failed,USD,1970-01-01 00:00:01.618635600,1970-01-01 00:00:01.635915600
687,2159,Rosales LLC,Compatible multimedia utilization,5100.0,9817.0,successful,USD,1970-01-01 00:00:01.604728800,1970-01-01 00:00:01.630904400
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,7700.0,6369.0,failed,USD,1970-01-01 00:00:01.586408400,1970-01-01 00:00:01.615442400
3123,5874,Floyd-Sims,Cloned transitional hierarchy,5400.0,903.0,canceled,CAD,1970-01-01 00:00:01.593838800,1970-01-01 00:00:01.613023200
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,152400.0,178120.0,successful,EUR,1970-01-01 00:00:01.598418000,1970-01-01 00:00:01.629349200
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.0,14827.0,successful,USD,1970-01-01 00:00:01.616994000,1970-01-01 00:00:01.642744800
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.0,10731.0,successful,EUR,1970-01-01 00:00:01.615957200,1970-01-01 00:00:01.629954000
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,9300.0,3232.0,canceled,USD,1970-01-01 00:00:01.605420000,1970-01-01 00:00:01.613282400
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.0,10739.0,successful,USD,1970-01-01 00:00:01.599800400,1970-01-01 00:00:01.615528800
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,116500.0,137904.0,successful,USD,1970-01-01 00:00:01.602651600,1970-01-01 00:00:01.633496400
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.0,1332.0,failed,USD,1970-01-01 00:00:01.621486800,1970-01-01 00:00:01.633237200
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.0,118706.0,successful,USD,1970-01-01 00:00:01.610776800,1970-01-01 00:00:01.628398800
790,5264,"Rich, Alvarez and King",Business-focused static ability,2400.0,4119.0,successful,USD,1970-01-01 00:00:01.614319200,1970-01-01 00:00:01.628571600
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,71200.0,95020.0,successful,USD,1970-01-01 00:00:01.600664400,1970-01-01 00:00:01.614319200
2776,1487,Hughes Inc,Streamlined neutral analyzer,4000.0,1620.0,failed,USD,1970-01-01 00:00:01.610863200,1970-01-01 00:00:01.611986400
84,3779,Mcclure LLC,Sharable discrete budgetary management,196600.0,159931.0,failed,USD,1970-01-01 00:00:01.623474000,1970-01-01 00:00:01.638424800
2790,4129,Rice-Parker,Down-sized actuating infrastructure,91400.0,48236.0,failed,USD,1970-01-01 00:00:01.591160400,1970-01-01 00:00:01.621054800
2981,2069,Richards-Davis,Quality-focused mission-critical structure,90600.0,27844.0,failed,GBP,1970-01-01 00:00:01.592370000,1970-01-01 00:00:01.621659600
3172,3903,Smith-Wallace,Monitored 24/7 time-frame,110300.0,197024.0,successful,USD,1970-01-01 00:00:01.613196000,1970-01-01 00:00:01.631682000
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300.0,11663.0,successful,USD,1970-01-01 00:00:01.610517600,1970-01-01 00:00:01.629954000
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200.0,13264.0,successful,DKK,1970-01-01 00:00:01.604034000,1970-01-01 00:00:01.636956000
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,100.0,0.0,failed,USD,1970-01-01 00:00:01.592370000,1970-01-01 00:00:01.624683600
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,18000.0,166874.0,successful,USD,1970-01-01 00:00:01.628571600,1970-01-01 00:00:01.629090000
2582,1834,Roberts Group,Up-sized radical pricing structure,172700.0,193820.0,successful,USD,1970-01-01 00:00:01.609912800,1970-01-01 00:00:01.641276000
595,5853,White LLC,Robust zero-defect project,168500.0,119510.0,failed,USD,1970-01-01 00:00:01.609480800,1970-01-01 00:00:01.642831200
2551,4148,Smith-Mullins,User-centric intangible neural-net,147800.0,35498.0,failed,USD,1970-01-01 00:00:01.608616800,1970-01-01 00:00:01.640066400
2973,5707,Cox LLC,Phased 24hour flexibility,8600.0,4797.0,failed,CAD,1970-01-01 00:00:01.603774800,1970-01-01 00:00:01.624770000
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration,800.0,3406.0,successful,USD,1970-01-01 00:00:01.597294800,1970-01-01 00:00:01.621659600
353,3733,Johnson-Contreras,Diverse scalable superstructure,96700.0,81136.0,failed,USD,1970-01-01 00:00:01.592197200,1970-01-01 00:00:01.622264400
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300.0,12944.0,successful,USD,1970-01-01 00:00:01.632114000,1970-01-01 00:00:01.632718800
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency,1600.0,8046.0,successful,CAD,1970-01-01 00:00:01.611554400,1970-01-01 00:00:01.612504800
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse,2600.0,12533.0,successful,EUR,1970-01-01 00:00:01.611813600,1970-01-01 00:00:01.641103200
1265,4838,Deleon and Sons,Organized value-added access,184800.0,164109.0,failed,USD,1970-01-01 00:00:01.610344800,1970-01-01 00:00:01.640671200
2648,3469,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200.0,6870.0,successful,USD,1970-01-01 00:00:01.608184800,1970-01-01 00:00:01.628485200
1944,1792,York-Pitts,Monitored discrete toolset,66100.0,179074.0,successful,USD,1970-01-01 00:00:01.634619600,1970-01-01 00:00:01.645596000
2446,4491,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000.0,8866.0,failed,USD,1970-01-01 00:00:01.607061600,1970-01-01 00:00:01.622091600
2987,2577,Ho Ltd,Enhanced client-driven capacity,5800.0,7966.0,successful,USD,1970-01-01 00:00:01.596430800,1970-01-01 00:00:01.617080400
417,3216,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300.0,106321.0,successful,USD,1970-01-01 00:00:01.600491600,1970-01-01 00:00:01.621659600
1427,3867,Fowler-Smith,Down-sized logistical adapter,3000.0,11091.0,successful,CHF,1970-01-01 00:00:01.614751200,1970-01-01 00:00:01.637301600
1714,5260,Hernandez-Macdonald,Organic high-level implementation,168700.0,141393.0,failed,USD,1970-01-01 00:00:01.587963600,1970-01-01 00:00:01.621314000
1354,2350,Joseph LLC,Decentralized logistical collaboration,94900.0,194166.0,successful,USD,1970-01-01 00:00:01.611122400,1970-01-01 00:00:01.620709200
752,3934,Hardin-Foley,Synergized zero tolerance help-desk,72400.0,134688.0,successful,USD,1970-01-01 00:00:01.592715600,1970-01-01 00:00:01.621573200
1172,3123,Fuentes LLC,Universal zero-defect concept,83300.0,52421.0,failed,USD,1970-01-01 00:00:01.617944400,1970-01-01 00:00:01.638165600
2579,3870,Moran and Sons,Object-based bottom-line superstructure,9700.0,6298.0,failed,USD,1970-01-01 00:00:01.620622800,1970-01-01 00:00:01.625029200
2239,2326,Perez PLC,Seamless 6thgeneration extranet,43800.0,149578.0,successful,USD,1970-01-01 00:00:01.593320400,1970-01-01 00:00:01.622869200
251,4747,Weber Inc,Up-sized discrete firmware,157600.0,124517.0,failed,GBP,1970-01-01 00:00:01.610517600,1970-01-01 00:00:01.635829200
2447,1952,Brown Inc,Object-based bandwidth-monitored concept,156800.0,20243.0,failed,USD,1970-01-01 00:00:01.632027600,1970-01-01 00:00:01.638597600
367,5529,Mcbride PLC,Upgradable leadingedge Local Area Network,157300.0,11167.0,failed,USD,1970-01-01 00:00:01.602997200,1970-01-01 00:00:01.614232800
1803,1316,Harris-Jennings,Customizable intermediate data-warehouse,70300.0,146595.0,successful,USD,1970-01-01 00:00:01.619845200,1970-01-01 00:00:01.631768400
2603,4909,"Todd, Freeman and Henry",Diverse systematic projection,73800.0,148779.0,successful,USD,1970-01-01 00:00:01.602910800,1970-01-01 00:00:01.622523600
3139,5497,Brown Ltd,Quality-focused system-worthy support,71100.0,91176.0,successful,USD,1970-01-01 00:00:01.604815200,1970-01-01 00:00:01.621573200
480,5711,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300.0,6342.0,successful,USD,1970-01-01 00:00:01.613455200,1970-01-01 00:00:01.636002000
1205,4076,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700.0,151438.0,successful,USD,1970-01-01 00:00:01.616821200,1970-01-01 00:00:01.633064400
1875,3069,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800.0,179356.0,successful,USD,1970-01-01 00:00:01.632978000,1970-01-01 00:00:01.643695200
3040,2601,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200.0,1136.0,canceled,USD,1970-01-01 00:00:01.614924000,1970-01-01 00:00:01.625202000
114,3164,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100.0,1914.0,successful,CAD,1970-01-01 00:00:01.597986000,1970-01-01 00:00:01.627966800
